,algorithm,run_id,sex,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
40,Grid Search EO,1,Female,3232,0.0655940594059406,0.8582920792079208,0.14450867052023122,0.9438669438669439,0.056133056133056136,0.8554913294797688
41,Grid Search EO,1,Male,6537,0.12452195196573351,0.7188312681658253,0.2429718875502008,0.9273927392739274,0.07260726072607261,0.7570281124497992
66,Grid Search EO,2,Female,3232,0.0655940594059406,0.8582920792079208,0.14450867052023122,0.9438669438669439,0.056133056133056136,0.8554913294797688
67,Grid Search EO,2,Male,6537,0.12452195196573351,0.7188312681658253,0.2429718875502008,0.9273927392739274,0.07260726072607261,0.7570281124497992
92,Grid Search EO,3,Female,3232,0.0655940594059406,0.8582920792079208,0.14450867052023122,0.9438669438669439,0.056133056133056136,0.8554913294797688
93,Grid Search EO,3,Male,6537,0.12452195196573351,0.7188312681658253,0.2429718875502008,0.9273927392739274,0.07260726072607261,0.7570281124497992
118,Grid Search EO,4,Female,3232,0.0655940594059406,0.8582920792079208,0.14450867052023122,0.9438669438669439,0.056133056133056136,0.8554913294797688
119,Grid Search EO,4,Male,6537,0.12452195196573351,0.7188312681658253,0.2429718875502008,0.9273927392739274,0.07260726072607261,0.7570281124497992
144,Grid Search EO,5,Female,3232,0.0655940594059406,0.8582920792079208,0.14450867052023122,0.9438669438669439,0.056133056133056136,0.8554913294797688
145,Grid Search EO,5,Male,6537,0.12452195196573351,0.7188312681658253,0.2429718875502008,0.9273927392739274,0.07260726072607261,0.7570281124497992
170,Grid Search EO,6,Female,3232,0.0655940594059406,0.8582920792079208,0.14450867052023122,0.9438669438669439,0.056133056133056136,0.8554913294797688
171,Grid Search EO,6,Male,6537,0.12452195196573351,0.7188312681658253,0.2429718875502008,0.9273927392739274,0.07260726072607261,0.7570281124497992
196,Grid Search EO,7,Female,3232,0.0655940594059406,0.8582920792079208,0.14450867052023122,0.9438669438669439,0.056133056133056136,0.8554913294797688
197,Grid Search EO,7,Male,6537,0.12452195196573351,0.7188312681658253,0.2429718875502008,0.9273927392739274,0.07260726072607261,0.7570281124497992
222,Grid Search EO,8,Female,3232,0.0655940594059406,0.8582920792079208,0.14450867052023122,0.9438669438669439,0.056133056133056136,0.8554913294797688
